source_file,folder_path,crawl_date,crawl_time,city,temperature_°C_,feels_like_°C_,temp_min_°C_,temp_max_°C_,pressure_hPa_,humidity_%_,visibility_m_,wind_speed_m/s_,wind_deg_°_,cloudiness_%_,weather_main,weather_description,sunrise_date,sunrise_time,sunset_date,sunset_time
weather_data 2025-08-30 06:19:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,06:19,Lucknow,26.41,26.41,26.41,26.41,1005,85,10000,3,98,73,Clouds,broken clouds,2025-08-30,05:45:02,2025-08-30,18:29:28
weather_data 2025-08-30 06:19:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,06:19,Agra,27.43,30.84,27.43,27.43,1005,81,10000,3.17,94,61,Clouds,broken clouds,2025-08-30,05:56:21,2025-08-30,18:41:20
weather_data 2025-08-30 16:03:26.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:03,Delhi,29.98,31.51,29.98,29.98,1003,53,10000,4.47,103,68,Clouds,broken clouds,2025-08-30,05:58:17,2025-08-30,18:45:48
weather_data 2025-08-30 16:03:26.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:03,Pune,27.77,30.23,27.77,27.77,1006,70,10000,5.95,255,79,Clouds,broken clouds,2025-08-30,06:19:45,2025-08-30,18:51:13
weather_data 2025-08-30 16:30:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:30,Delhi,29.95,31.8,29.95,29.95,1003,55,10000,4.47,103,68,Clouds,broken clouds,2025-08-30,05:58:17,2025-08-30,18:45:48
weather_data 2025-08-30 16:30:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:30,Pune,27.76,30.21,27.76,27.76,1006,70,10000,5.95,255,79,Clouds,broken clouds,2025-08-30,06:19:45,2025-08-30,18:51:13
weather_data 2025-08-30 20:30:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:30,Hyderabad,24.89,25.65,24.89,24.89,1009,85,10000,3.49,244,75,Clouds,broken clouds,2025-08-30,06:02:06,2025-08-30,18:31:55
weather_data 2025-08-30 22:42:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,22:42,Hyderabad,24.46,25.21,24.46,24.46,1011,86,10000,3.71,248,81,Clouds,broken clouds,2025-08-30,06:02:06,2025-08-30,18:31:55
weather_data 2025-09-01 03:51:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:51,Kolkata,27.04,30.12,27.04,27.04,1002,83,10000,1.54,254,73,Clouds,broken clouds,2025-09-01,05:19:15,2025-09-01,17:54:22
weather_data 2025-09-01 15:49:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:49,Patna,36.66,41.28,36.66,36.66,997,42,10000,2.79,153,56,Clouds,broken clouds,2025-09-01,05:30:03,2025-09-01,18:09:36
weather_data 2025-09-01 19:47:32.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,19:47,Patna,33.36,37.97,33.36,33.36,999,53,10000,1.72,252,72,Clouds,broken clouds,2025-09-01,05:30:03,2025-09-01,18:09:36
weather_data 2025-09-12 07:50:09.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:50,Vadodara,26.03,26.03,26.03,26.03,1010,80,10000,1.74,243,77,Clouds,broken clouds,2025-09-12,06:23:12,2025-09-12,18:44:11
weather_data 2025-09-12 07:50:09.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:50,Agra,28.04,30.35,28.04,28.04,1008,67,10000,2.54,288,66,Clouds,broken clouds,2025-09-12,06:02:03,2025-09-12,18:26:49
weather_data 2025-09-03 07:48:10.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,07:48,Jaipur,25.2,25.97,25.2,25.2,1004,84,10000,2.76,115,44,Clouds,scattered clouds,2025-09-03,06:07:08,2025-09-03,18:45:36
weather_data 2025-09-03 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,23:47,Kolkata,26.24,26.24,26.24,26.24,1004,90,10000,2.95,157,44,Clouds,scattered clouds,2025-09-03,05:19:51,2025-09-03,17:52:29
weather_data 2025-09-03 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,23:47,Patna,30.2,34.79,30.2,30.2,1004,67,10000,4.43,128,44,Clouds,scattered clouds,2025-09-03,05:30:51,2025-09-03,18:07:30
weather_data 2025-09-05 15:47:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,15:47,Kanpur,32.59,38.49,32.59,32.59,1001,60,10000,5.3,133,44,Clouds,scattered clouds,2025-09-05,05:50:09,2025-09-05,18:24:59
weather_data 2025-09-06 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:48,Chennai,30.51,34.77,30.51,30.51,1005,64,10000,5.62,126,44,Clouds,scattered clouds,2025-09-06,05:58:03,2025-09-06,18:16:59
weather_data 2025-09-06 23:48:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:48,Kanpur,29.19,33.55,29.19,29.19,1005,72,10000,2.69,124,44,Clouds,scattered clouds,2025-09-06,05:50:34,2025-09-06,18:23:54
weather_data 2025-09-07 15:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:47,Hyderabad,30.79,32.66,30.79,30.79,1009,52,10000,6.24,272,44,Clouds,scattered clouds,2025-09-07,06:03:14,2025-09-07,18:25:32
weather_data 2025-09-07 23:49:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,23:49,Pune,21.57,22.16,21.57,21.57,1010,91,10000,1.7,221,44,Clouds,scattered clouds,2025-09-07,06:21:09,2025-09-07,18:44:33
weather_data 2025-09-08 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:47,Pune,21.11,21.63,21.11,21.11,1010,90,10000,1.32,230,44,Clouds,scattered clouds,2025-09-08,06:21:19,2025-09-08,18:43:42
weather_data 2025-09-12 07:50:09.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:50,Delhi,27.37,29.6,27.37,27.37,1008,71,10000,3.3,271,44,Clouds,scattered clouds,2025-09-12,06:04:39,2025-09-12,18:30:37
weather_data 2025-09-06 11:47:31.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,11:47,Bangalore,26.75,28.66,26.75,26.75,1013,73,10000,4.05,270,44,Clouds,scattered clouds,2025-09-06,06:08:48,2025-09-06,18:27:37
weather_data 2025-09-09 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,11:47,Bhopal,27.87,30.54,27.87,27.87,1011,71,10000,3,306,44,Clouds,scattered clouds,2025-09-09,06:05:09,2025-09-09,18:30:49
weather_data 2025-08-30 16:03:26.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:03,Ludhiana,29.55,35.09,29.55,29.55,1004,75,10000,2.53,139,32,Clouds,scattered clouds,2025-08-30,06:01:47,2025-08-30,18:53:14
weather_data 2025-08-30 16:30:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:30,Ludhiana,29.56,35.12,29.56,29.56,1004,75,10000,2.53,139,32,Clouds,scattered clouds,2025-08-30,06:01:47,2025-08-30,18:53:14
weather_data 2025-08-30 22:42:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,22:42,Ludhiana,25.52,26.53,25.52,25.52,1005,92,10000,3.53,113,40,Clouds,scattered clouds,2025-08-30,06:01:47,2025-08-30,18:53:14
weather_data 2025-09-04 07:48:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,07:48,Ludhiana,24.75,25.55,24.75,24.75,1007,87,10000,2.03,99,45,Clouds,scattered clouds,2025-09-04,06:04:39,2025-09-04,18:47:09
weather_data 2025-09-12 03:47:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:47,Ludhiana,25.19,25.78,25.19,25.19,1005,77,10000,1.68,170,43,Clouds,scattered clouds,2025-09-12,06:09:09,2025-09-12,18:37:02
weather_data 2025-09-05 23:47:31.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,23:47,Ludhiana,25.63,26.55,25.63,25.63,1006,88,10000,2.97,135,29,Clouds,scattered clouds,2025-09-05,06:05:13,2025-09-05,18:45:54
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Ludhiana,26.42,26.42,26.42,26.42,1005,73,10000,0.91,116,37,Clouds,scattered clouds,2025-09-11,06:08:36,2025-09-11,18:38:19
weather_data 2025-09-05 07:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,07:47,Ludhiana,24.68,25.45,24.68,24.68,1007,86,10000,1.9,43,47,Clouds,scattered clouds,2025-09-05,06:05:13,2025-09-05,18:45:54
weather_data 2025-09-11 07:47:39.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:47,Ludhiana,24.97,25.64,24.97,24.97,1006,81,10000,2.07,281,38,Clouds,scattered clouds,2025-09-11,06:08:36,2025-09-11,18:38:19
weather_data 2025-08-30 20:30:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:30,Bangalore,24,24.52,24,24,1012,79,10000,5.94,264,30,Clouds,scattered clouds,2025-08-30,06:08:40,2025-08-30,18:32:20
weather_data 2025-08-30 20:30:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:30,Pune,23.48,24.26,23.48,23.48,1009,91,10000,3.09,257,29,Clouds,scattered clouds,2025-08-30,06:19:45,2025-08-30,18:51:13
weather_data 2025-08-30 22:42:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,22:42,Pune,23.54,24.22,23.54,23.54,1010,87,10000,3.63,258,49,Clouds,scattered clouds,2025-08-30,06:19:45,2025-08-30,18:51:13
weather_data 2025-08-31 07:51:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:51,Kolkata,28.48,32.79,28.48,28.48,1006,77,10000,1.44,111,31,Clouds,scattered clouds,2025-08-31,05:18:57,2025-08-31,17:55:18
weather_data 2025-09-03 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,19:47,Lucknow,28.38,33.25,28.38,28.38,1002,81,10000,2.52,55,31,Clouds,scattered clouds,2025-09-03,05:46:47,2025-09-03,18:25:10
weather_data 2025-09-04 15:50:13.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,15:50,Lucknow,32.24,35.59,32.24,32.24,1000,53,10000,6.68,95,29,Clouds,scattered clouds,2025-09-04,05:47:13,2025-09-04,18:24:04
weather_data 2025-09-04 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,19:47,Kolkata,27.77,31.82,27.77,27.77,1005,82,10000,4.02,165,38,Clouds,scattered clouds,2025-09-04,05:20:09,2025-09-04,17:51:31
weather_data 2025-09-04 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,19:47,Jaipur,26.39,26.39,26.39,26.39,1003,80,10000,3.71,60,38,Clouds,scattered clouds,2025-09-04,06:07:34,2025-09-04,18:44:30
weather_data 2025-09-04 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,19:47,Agra,29,33.1,29,29,1002,72,10000,4.05,64,33,Clouds,scattered clouds,2025-09-04,05:58:35,2025-09-04,18:35:53
weather_data 2025-09-06 03:50:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:50,Patna,27.61,30.4,27.61,27.61,1005,74,10000,2.4,129,37,Clouds,scattered clouds,2025-09-06,05:32:00,2025-09-06,18:04:20
weather_data 2025-09-06 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:48,Agra,33.69,38.05,33.69,33.69,1002,51,10000,5.48,137,32,Clouds,scattered clouds,2025-09-06,05:59:28,2025-09-06,18:33:39
weather_data 2025-09-06 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:48,Varanasi,34.12,39.73,34.12,34.12,1003,53,10000,0.46,160,27,Clouds,scattered clouds,2025-09-06,05:40:38,2025-09-06,18:12:38
weather_data 2025-09-06 19:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:47,Kolkata,28.27,32.28,28.27,28.27,1006,77,10000,3.94,203,33,Clouds,scattered clouds,2025-09-06,05:20:44,2025-09-06,17:49:35
weather_data 2025-09-06 19:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:47,Jaipur,25.99,25.99,25.99,25.99,1003,85,10000,3.52,116,48,Clouds,scattered clouds,2025-09-06,06:08:26,2025-09-06,18:42:17
weather_data 2025-09-06 23:48:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:48,Chennai,29.24,34.3,29.24,29.24,1008,75,10000,3.34,186,39,Clouds,scattered clouds,2025-09-06,05:58:03,2025-09-06,18:16:59
weather_data 2025-09-08 03:47:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,03:47,Bhopal,21.74,22.53,21.74,21.74,1006,98,10000,1.77,202,46,Clouds,scattered clouds,2025-09-08,06:04:50,2025-09-08,18:31:49
weather_data 2025-09-08 19:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,19:47,Bhopal,24.35,24.93,24.35,24.35,1009,80,10000,2.36,299,29,Clouds,scattered clouds,2025-09-08,06:04:50,2025-09-08,18:31:49
weather_data 2025-09-11 03:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:47,Delhi,27.45,28.16,27.45,27.45,1004,54,10000,2.5,279,26,Clouds,scattered clouds,2025-09-11,06:04:10,2025-09-11,18:31:49
weather_data 2025-09-11 11:48:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,11:48,Mumbai,27.89,30.21,27.89,27.89,1011,68,10000,1.83,182,46,Clouds,scattered clouds,2025-09-11,06:25:38,2025-09-11,18:45:18
weather_data 2025-09-12 07:50:09.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:50,Jaipur,24.57,25.07,24.57,24.57,1010,76,10000,4.7,291,46,Clouds,scattered clouds,2025-09-12,06:10:58,2025-09-12,18:35:30
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Lucknow,31.82,38.2,31.82,31.82,1001,65,10000,4.92,90,43,Clouds,scattered clouds,2025-09-03,05:46:47,2025-09-03,18:25:10
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Varanasi,34.21,38.18,34.21,34.21,999,48,10000,5.68,97,45,Clouds,scattered clouds,2025-09-03,05:39:30,2025-09-03,18:15:47
weather_data 2025-09-08 15:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,15:47,Delhi,35.58,41.25,35.58,35.58,1004,48,10000,3.09,224,32,Clouds,scattered clouds,2025-09-08,06:02:43,2025-09-08,18:35:24
weather_data 2025-09-08 15:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,15:47,Jaipur,30.73,35.26,30.73,30.73,1006,64,10000,4.43,211,42,Clouds,scattered clouds,2025-09-08,06:09:17,2025-09-08,18:40:02
weather_data 2025-09-11 15:47:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,15:47,Jaipur,31.44,33.81,31.44,31.44,1007,52,10000,5.68,280,27,Clouds,scattered clouds,2025-09-11,06:10:33,2025-09-11,18:36:38
weather_data 2025-09-11 15:47:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,15:47,Surat,29.79,32.44,29.79,29.79,1008,60,10000,3.36,248,43,Clouds,scattered clouds,2025-09-11,06:24:51,2025-09-11,18:46:11
weather_data 2025-09-01 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,23:47,Mumbai,26.72,29.61,26.72,26.72,1006,86,10000,7.26,250,29,Clouds,scattered clouds,2025-09-01,06:23:49,2025-09-01,18:53:57
weather_data 2025-09-03 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,23:47,Lucknow,27.84,31.42,27.84,27.84,1003,78,10000,3.05,84,25,Clouds,scattered clouds,2025-09-03,05:46:47,2025-09-03,18:25:10
weather_data 2025-09-04 23:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,23:47,Agra,27.88,31.09,27.88,27.88,1003,75,10000,5.27,79,32,Clouds,scattered clouds,2025-09-04,05:58:35,2025-09-04,18:35:53
weather_data 2025-09-04 23:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,23:47,Varanasi,26.14,26.14,26.14,26.14,1004,86,10000,2.86,112,27,Clouds,scattered clouds,2025-09-04,05:39:53,2025-09-04,18:14:44
weather_data 2025-09-08 23:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,23:47,Indore,21.59,22.26,21.59,21.59,1011,94,10000,2.56,288,33,Clouds,scattered clouds,2025-09-08,06:11:23,2025-09-08,18:37:48
weather_data 2025-09-06 07:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,07:47,Bangalore,20.71,21.19,20.71,20.71,1013,90,10000,3.66,267,47,Clouds,scattered clouds,2025-09-06,06:08:48,2025-09-06,18:27:37
weather_data 2025-09-11 07:47:39.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:47,Kolkata,29.8,35.02,29.8,29.8,1006,72,10000,1.92,176,29,Clouds,scattered clouds,2025-09-11,05:22:08,2025-09-11,17:44:39
weather_data 2025-09-11 07:47:39.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:47,Agra,27.75,29.84,27.75,27.75,1007,67,10000,4,284,50,Clouds,scattered clouds,2025-09-11,06:01:38,2025-09-11,18:27:58
weather_data 2025-09-04 11:48:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,11:47,Patna,34.07,38.55,34.07,34.07,1004,50,10000,7.74,123,35,Clouds,scattered clouds,2025-09-04,05:31:14,2025-09-04,18:06:27
weather_data 2025-09-08 11:47:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:47,Kolkata,33.27,38.1,33.27,33.27,1006,54,10000,1.99,165,47,Clouds,scattered clouds,2025-09-08,05:21:18,2025-09-08,17:47:37
weather_data 2025-09-12 11:47:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,11:47,Agra,32.91,35.29,32.91,32.91,1009,47,10000,3.11,310,40,Clouds,scattered clouds,2025-09-12,06:02:03,2025-09-12,18:26:49
weather_data 2025-09-05 03:47:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,03:47,Delhi,27.65,31.11,27.65,27.65,1004,79,10000,2.68,86,48,Clouds,scattered clouds,2025-09-05,06:01:16,2025-09-05,18:38:56
