source_file,folder_path,crawl_date,crawl_time,city,forecast_date,forecast_time,temp_c,feels_like_c,temp_min_c,temp_max_c,pressure_hpa,humidity_pct,wind_speed_ms,wind_deg,cloudiness_pct,weather_main,weather_desc,pop,rain_3h_mm
hourly_data 2025-08-30 20:35:21.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:35,Nagpur,2025-08-30,23:30:00,25.92,26.81,25.52,25.92,1006,86,3.41,221,100,Rain,light rain,1,2.03
hourly_data 2025-08-31 03:47:52.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:47,Delhi,2025-08-31,23:30:00,26.15,26.15,26.15,26.15,1002,86,3.01,126,96,Rain,light rain,1,0.95
hourly_data 2025-08-31 07:50:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:50,Mumbai,2025-08-31,23:30:00,26.79,29.79,26.79,26.79,1007,86,7.47,251,94,Rain,light rain,1,2.58
hourly_data 2025-08-31 11:50:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:50,Mumbai,2025-08-31,23:30:00,26.61,26.61,26.61,26.61,1007,86,7.3,250,98,Rain,light rain,1,2.54
hourly_data 2025-08-31 13:18:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,13:18,Mumbai,2025-08-31,23:30:00,26.61,26.61,26.61,26.61,1007,86,7.3,250,98,Rain,light rain,1,2.54
hourly_data 2025-08-31 14:59:25.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,14:59,Mumbai,2025-08-31,23:30:00,26.61,26.61,26.61,26.61,1007,86,7.3,250,98,Rain,light rain,1,2.54
hourly_data 2025-08-31 15:50:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:49,Mumbai,2025-08-31,23:30:00,26.61,26.61,26.61,26.61,1007,86,7.3,250,98,Rain,light rain,1,2.54
hourly_data 2025-08-31 19:47:34.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,19:47,Jaipur,2025-08-31,23:30:00,25.44,26.29,24.75,25.44,1003,86,2.14,287,100,Rain,light rain,1,0.87
hourly_data 2025-09-01 07:50:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:49,Agra,2025-09-01,23:30:00,25.45,26.3,25.45,25.45,1001,86,1.93,218,100,Rain,light rain,1,1.65
hourly_data 2025-09-01 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,11:47,Vadodara,2025-09-01,23:30:00,26.83,29.89,26.83,26.83,1003,86,3.8,223,100,Rain,light rain,1,0.82
hourly_data 2025-09-01 15:47:56.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:47,Vadodara,2025-09-01,23:30:00,26.83,29.89,26.83,26.83,1003,86,3.8,223,100,Rain,light rain,1,0.82
hourly_data 2025-09-05 01:01:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,01:01,Mumbai,2025-09-05,23:30:00,25.97,25.97,25.97,25.97,1008,86,3.93,208,100,Rain,light rain,1,0.73
hourly_data 2025-08-31 07:50:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:50,Nagpur,2025-08-31,08:30:00,27.18,30.79,27.18,27.18,1006,86,1.77,303,67,Rain,light rain,1,1.6
hourly_data 2025-08-31 11:50:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:50,Jaipur,2025-08-31,20:30:00,25.69,26.56,25.69,25.69,1002,86,3.43,277,100,Rain,light rain,1,1.17
hourly_data 2025-08-31 11:50:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:50,Bhopal,2025-08-31,17:30:00,27.91,32.8,27.91,28.48,1003,86,3.99,287,100,Rain,light rain,1,2.29
hourly_data 2025-08-31 13:18:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,13:18,Indore,2025-08-31,14:30:00,21.78,22.26,21.78,21.78,1004,86,5.87,272,100,Rain,light rain,1,1.53
hourly_data 2025-08-31 14:59:25.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,14:59,Indore,2025-08-31,17:30:00,22.71,23.28,22.71,25.59,1004,86,5.06,285,100,Rain,light rain,1,0.39
hourly_data 2025-08-31 15:50:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:49,Indore,2025-08-31,17:30:00,22.72,23.29,22.72,25.61,1004,86,5.06,285,100,Rain,light rain,1,0.39
hourly_data 2025-08-31 19:47:34.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,19:47,Nagpur,2025-08-31,20:30:00,25.82,26.7,25.82,25.82,1004,86,2.73,284,100,Rain,light rain,1,2.82
hourly_data 2025-09-01 07:50:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:49,Surat,2025-09-01,11:30:00,26.94,30.17,26.94,27.78,1005,86,4.22,232,100,Rain,light rain,1,2.08
hourly_data 2025-09-01 07:50:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:49,Surat,2025-09-01,17:30:00,27.27,31.03,27.27,27.27,1002,86,6.17,232,100,Rain,light rain,1,1.15
hourly_data 2025-09-02 20:22:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,20:21,Bengaluru,2025-09-02,20:30:00,24.55,25.31,24.55,24.55,1009,86,5.28,271,98,Rain,light rain,1,0.99
hourly_data 2025-08-30 20:35:21.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:35,Mumbai,2025-08-30,23:30:00,27.06,30.27,27.03,27.06,1008,84,4.86,246,96,Rain,light rain,1,0.91
hourly_data 2025-08-31 03:47:52.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:47,Mumbai,2025-08-31,23:30:00,26.78,29.59,26.78,26.78,1007,84,8.1,245,100,Rain,light rain,1,1.55
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Mumbai,2025-09-01,23:30:00,26.53,26.53,26.53,26.53,1006,84,7.47,246,19,Rain,light rain,1,2.37
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Kolkata,2025-09-01,23:30:00,27.68,31.87,27.68,27.68,1000,84,3.27,232,100,Rain,light rain,1,1.22
hourly_data 2025-09-01 07:50:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:49,Mumbai,2025-09-01,23:30:00,26.7,29.4,26.7,26.7,1006,84,8.35,248,29,Rain,light rain,1,0.98
hourly_data 2025-09-01 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,11:47,Mumbai,2025-09-01,23:30:00,26.74,29.5,26.74,26.74,1006,84,8.29,249,32,Rain,light rain,1,1.04
hourly_data 2025-09-01 15:47:56.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:47,Mumbai,2025-09-01,23:30:00,26.74,29.5,26.74,26.74,1006,84,8.29,249,32,Rain,light rain,1,1.04
hourly_data 2025-09-01 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,11:47,Mumbai,2025-09-01,20:30:00,26.89,29.86,26.89,26.89,1006,84,7.74,260,24,Rain,light rain,1,0.88
hourly_data 2025-09-01 15:47:56.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:47,Mumbai,2025-09-01,20:30:00,26.96,30.03,26.89,26.96,1005,84,7.74,260,31,Rain,light rain,1,0.88
hourly_data 2025-08-30 07:14:19.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,07:14,Mumbai,2025-08-30,20:30:00,26.98,30.08,26.98,26.98,1008,84,4.33,235,100,Rain,light rain,1,1.46
hourly_data 2025-08-30 16:05:54.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:05,Mumbai,2025-08-30,20:30:00,27.24,30.72,26.99,27.24,1007,84,4.52,237,93,Rain,light rain,1,1.65
hourly_data 2025-08-30 16:32:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:32,Mumbai,2025-08-30,20:30:00,27.24,30.72,26.99,27.24,1007,84,4.52,237,93,Rain,light rain,1,1.65
hourly_data 2025-08-31 03:47:52.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:47,Mumbai,2025-08-31,05:30:00,26.75,29.52,26.72,26.75,1007,84,3.97,209,100,Rain,light rain,1,0.71
hourly_data 2025-08-31 03:47:52.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:47,Mumbai,2025-08-31,20:30:00,26.88,29.83,26.88,26.88,1007,84,7.14,258,100,Rain,light rain,1,0.75
hourly_data 2025-08-31 07:50:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:50,Surat,2025-08-31,11:30:00,27.44,31.24,27.44,28.29,1007,84,5.47,206,100,Rain,light rain,1,1.05
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Mumbai,2025-09-01,05:30:00,26.51,26.51,26.51,26.66,1006,84,6.41,251,100,Rain,light rain,1,2.71
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Surat,2025-09-01,14:30:00,27.68,31.87,27.68,27.68,1003,84,5.79,225,100,Rain,light rain,1,1.98
hourly_data 2025-09-01 07:50:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:49,Mumbai,2025-09-01,20:30:00,26.85,29.76,26.85,26.85,1006,84,7.59,253,15,Rain,light rain,1,1.65
hourly_data 2025-09-05 01:01:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,01:01,Jaipur,2025-09-05,20:30:00,25.88,26.72,25.88,25.88,1002,84,5.87,60,21,Rain,light rain,1,1.36
hourly_data 2025-08-31 11:50:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:50,Nagpur,2025-08-31,23:30:00,26.05,26.05,26.05,26.05,1003,90,3.65,287,100,Rain,light rain,1,3
hourly_data 2025-08-31 13:18:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,13:18,Nagpur,2025-08-31,23:30:00,26.05,26.05,26.05,26.05,1003,90,3.65,287,100,Rain,light rain,1,3
hourly_data 2025-08-31 14:59:25.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,14:59,Nagpur,2025-08-31,23:30:00,26.05,26.05,26.05,26.05,1003,90,3.65,287,100,Rain,light rain,1,3
hourly_data 2025-08-31 15:50:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:49,Nagpur,2025-08-31,23:30:00,26.05,26.05,26.05,26.05,1003,90,3.65,287,100,Rain,light rain,1,3
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Surat,2025-09-01,23:30:00,25.9,26.9,25.9,25.9,1005,90,6.05,234,100,Rain,light rain,1,2.51
hourly_data 2025-09-01 07:50:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:49,Jaipur,2025-09-01,23:30:00,24.36,25.2,24.36,24.36,1001,90,2.64,191,95,Rain,light rain,1,2.78
hourly_data 2025-09-01 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,11:47,Jaipur,2025-09-01,23:30:00,24.23,25.06,24.23,24.23,1000,90,2.58,248,96,Rain,light rain,1,1.07
hourly_data 2025-09-01 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,11:47,Nagpur,2025-09-01,23:30:00,24.44,25.29,24.44,24.44,1003,90,3.4,318,100,Rain,light rain,1,2.81
hourly_data 2025-09-01 15:47:56.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:47,Jaipur,2025-09-01,23:30:00,24.23,25.06,24.23,24.23,1000,90,2.58,248,96,Rain,light rain,1,1.07
hourly_data 2025-09-01 15:47:56.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:47,Nagpur,2025-09-01,23:30:00,24.44,25.29,24.44,24.44,1003,90,3.4,318,100,Rain,light rain,1,2.81
hourly_data 2025-08-31 03:47:52.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:47,Indore,2025-08-31,17:30:00,21.33,21.87,21.33,21.33,1003,90,5.16,278,99,Rain,light rain,1,1.25
hourly_data 2025-08-31 07:50:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:50,Indore,2025-08-31,17:30:00,25.4,26.35,25.4,25.4,1003,90,5,276,100,Rain,light rain,1,0.56
hourly_data 2025-08-31 11:50:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:50,Indore,2025-08-31,17:30:00,25.68,26.65,25.59,25.68,1004,90,5.06,285,100,Rain,light rain,1,0.39
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Delhi,2025-09-01,11:30:00,25.6,26.57,25.6,25.6,1001,90,5.18,106,100,Rain,light rain,1,1.75
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Surat,2025-09-01,05:30:00,25.92,26.92,25.68,25.92,1004,90,4.05,229,100,Rain,light rain,1,1.47
hourly_data 2025-09-01 03:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:47,Bhopal,2025-09-01,17:30:00,24.96,25.86,24.96,24.96,1001,90,4.55,265,100,Rain,light rain,1,1.75
hourly_data 2025-09-01 07:50:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:49,Bhopal,2025-09-01,17:30:00,24.68,25.55,24.68,24.68,1001,90,3.75,274,100,Rain,light rain,1,0.91
hourly_data 2025-09-05 01:01:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,01:01,Mumbai,2025-09-05,17:30:00,25.41,26.36,25.41,25.41,1006,90,5.44,251,100,Rain,light rain,1,2.19
hourly_data 2025-09-05 01:01:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,01:01,Bhopal,2025-09-05,11:30:00,23.82,24.61,23.82,23.82,1004,90,5.26,182,92,Rain,light rain,1,2.21
hourly_data 2025-08-31 11:50:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:50,Jaipur,2025-08-31,23:30:00,24.59,25.4,24.59,24.59,1002,88,3.84,277,99,Rain,light rain,1,0.22
hourly_data 2025-08-31 13:18:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,13:18,Jaipur,2025-08-31,23:30:00,24.59,25.4,24.59,24.59,1002,88,3.84,277,99,Rain,light rain,1,0.22
hourly_data 2025-08-31 14:59:25.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,14:59,Jaipur,2025-08-31,23:30:00,24.59,25.4,24.59,24.59,1002,88,3.84,277,99,Rain,light rain,1,0.22
hourly_data 2025-08-31 15:50:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:49,Jaipur,2025-08-31,23:30:00,24.59,25.4,24.59,24.59,1002,88,3.84,277,99,Rain,light rain,1,0.22
hourly_data 2025-08-31 13:18:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,13:18,Jaipur,2025-08-31,20:30:00,26.74,29.33,25.69,26.74,1002,82,3.43,277,100,Rain,light rain,1,1.17
hourly_data 2025-08-31 14:59:25.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,14:59,Jaipur,2025-08-31,20:30:00,26.74,29.33,25.69,26.74,1002,82,3.43,277,100,Rain,light rain,1,1.17
hourly_data 2025-08-31 07:50:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:50,Bhopal,2025-08-31,17:30:00,28.2,34.01,28.2,28.2,1002,88,3.48,277,100,Rain,light rain,1,0.77
hourly_data 2025-08-31 15:50:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:49,Jaipur,2025-08-31,20:30:00,26.9,29.52,25.86,26.9,1002,80,3.43,277,100,Rain,light rain,1,1.17
hourly_data 2025-08-31 19:47:34.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,19:47,Bhopal,2025-08-31,20:30:00,24.64,25.59,24.64,24.64,1004,93,2.7,277,100,Rain,light rain,1,2.21
hourly_data 2025-08-30 07:14:19.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,07:14,Mumbai,2025-08-30,23:30:00,26.88,29.74,26.88,26.88,1008,83,5.28,238,97,Rain,light rain,1,1.15
hourly_data 2025-08-30 07:14:19.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,07:14,Nagpur,2025-08-30,23:30:00,25.49,26.5,25.49,25.49,1004,92,2.95,225,100,Rain,light rain,1,0.62
hourly_data 2025-08-30 16:05:54.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:05,Mumbai,2025-08-30,23:30:00,26.95,30.1,26.74,26.95,1007,85,5.33,257,97,Rain,light rain,1,2.03
hourly_data 2025-08-30 16:05:54.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:05,Nagpur,2025-08-30,23:30:00,26.46,26.46,25.27,26.46,1004,87,3.62,222,100,Rain,light rain,1,1.11
hourly_data 2025-08-30 16:32:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:32,Mumbai,2025-08-30,23:30:00,26.95,30.1,26.74,26.95,1007,85,5.33,257,97,Rain,light rain,1,2.03
hourly_data 2025-08-30 16:32:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:32,Nagpur,2025-08-30,23:30:00,26.46,26.46,25.27,26.46,1004,87,3.62,222,100,Rain,light rain,1,1.11
hourly_data 2025-08-30 20:35:21.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:35,Chennai,2025-08-30,23:30:00,28.51,32.18,26.96,28.51,1008,73,4.27,253,100,Rain,light rain,1,1.98
hourly_data 2025-08-31 03:47:52.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:47,Bhopal,2025-08-31,23:30:00,23.47,24.38,23.47,23.47,1004,96,3.41,290,100,Rain,light rain,1,0.2
hourly_data 2025-08-31 07:50:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:50,Nagpur,2025-08-31,23:30:00,25.56,26.55,25.56,25.56,1003,91,3.85,283,100,Rain,light rain,1,1.75
