source_path,folder_path,crawl_date,crawl_time,city,forecast_date,sunrise,sunset,temp_min_°C_,temp_max_°C_,morning_temp_°C_,day_temp_°C_,evening_temp_°C_,night_temp_°C_,pressure_hPa_,humidity_%_,wind_speed_m/s_,wind_deg_°_,cloudiness_%_,weather_main,weather_desc,pop_%_,rain_mm_
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Kolkata,2025-09-12,05:21,17:48,25.88,26.43,,,,26.155,1005.5,88.5,2.485,150,100,Clouds,light rain,90,1.44
forecast_data 2025-09-06 07:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,07:46,Kolkata,2025-09-11,05:20,17:49,26.85,27.2,,,,27.025,1002,88,2.75,191,100,Clouds,light rain,42.5,2.01
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Kolkata,2025-09-13,05:21,17:47,26.21,26.81,,,,26.51,1006,86,2.605,163,100,Clouds,light rain,52,0.93
forecast_data 2025-09-11 07:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:46,Vadodara,2025-09-16,06:22,18:45,25.98,26.38,,,,26.18,1006,80.5,2.285,262.5,100,Clouds,light rain,10,0.42
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Mumbai,2025-09-17,06:25,18:44,26,26.1,,,,26.05,1007.5,82,2.055,185.5,100,Clouds,light rain,19,0.15
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Hyderabad,2025-09-17,06:03,18:21,22.43,22.88,,,,22.655,1006.5,94,3.245,298.5,100,Clouds,light rain,86.5,1.32
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Mumbai,2025-09-12,06:24,18:48,27.02,27.16,,,,27.09,1007.5,76,2.31,237.5,100,Rain,light rain,27.5,0.63
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Nagpur,2025-09-12,05:58,18:24,23.4,23.52,,,,23.46,1005,93,3.15,335,100,Rain,light rain,62,1.86
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Bangalore,2025-09-13,06:08,18:26,19.75,20.08,,,,19.915,1008,88.5,4.67,300,100,Rain,light rain,30,0.51
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Chennai,2025-09-13,05:58,18:15,25.94,26.24,,,,26.09,1004.5,81,4.71,266,100,Rain,light rain,88.5,0.93
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Pune,2025-09-13,06:21,18:43,20.68,21.59,,,,21.135,1009,90.5,2.35,246,100,Rain,light rain,95,2.49
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Nagpur,2025-09-13,05:59,18:23,23.21,23.83,,,,23.52,1005.5,93,2.455,43.5,100,Rain,light rain,99.5,2.49
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Pune,2025-09-15,06:21,18:41,21.57,21.57,,,,21.57,1008.5,98,1.925,247.5,100,Rain,light rain,72.5,1.02
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Varanasi,2025-09-15,05:42,18:08,26.89,28.56,,,,27.725,1003.5,78.5,2.955,218,100,Rain,light rain,70,1.05
forecast_data 2025-09-11 07:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:46,Hyderabad,2025-09-16,06:03,18:22,22.28,22.98,,,,22.63,1006.5,93.5,4.035,280.5,100,Rain,light rain,55,0.6
forecast_data 2025-09-11 07:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:46,Nagpur,2025-09-16,05:59,18:21,24.26,24.33,,,,24.295,1004.5,90,2.385,279,100,Rain,light rain,51,0.78
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Patna,2025-09-17,05:34,17:57,24.56,24.61,,,,24.585,1004,95,3.59,70,100,Rain,light rain,97,1.98
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Bangalore,2025-09-12,06:08,18:26,20.26,20.26,,,,20.26,1009,89,4.02,294,100,Rain,light rain,99,0.87
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Patna,2025-09-12,05:32,18:03,27.42,27.42,,,,27.42,1004,82,2.32,52,100,Rain,light rain,92,0.84
forecast_data 2025-09-08 03:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,03:46,Bangalore,2025-09-13,06:08,18:26,19.67,19.67,,,,19.67,1008,93,5.18,305,100,Rain,light rain,93,0.69
forecast_data 2025-09-08 03:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,03:46,Nagpur,2025-09-13,05:59,18:23,23.42,23.42,,,,23.42,1005,92,2.46,352,100,Rain,light rain,60,0.18
forecast_data 2025-09-08 03:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,03:46,Indore,2025-09-13,06:11,18:37,21.98,21.98,,,,21.98,1008,92,3.69,315,100,Rain,light rain,20,0.24
forecast_data 2025-09-09 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,03:46,Indore,2025-09-14,06:11,18:36,23.81,23.81,,,,23.81,1007,84,2.12,13,100,Rain,light rain,50,0.39
forecast_data 2025-09-10 03:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:46,Kolkata,2025-09-15,05:21,17:45,27.12,27.12,,,,27.12,1005,89,4.72,208,100,Rain,light rain,92,1.56
forecast_data 2025-09-10 03:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:46,Pune,2025-09-15,06:21,18:41,21.42,21.42,,,,21.42,1008,98,2.46,244,100,Rain,light rain,20,0.15
forecast_data 2025-09-10 03:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:46,Indore,2025-09-15,06:11,18:35,23.5,23.5,,,,23.5,1006,88,1.38,33,100,Rain,light rain,77,0.57
forecast_data 2025-09-10 03:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:46,Patna,2025-09-15,05:33,18:00,29.62,29.62,,,,29.62,1003,73,2.36,237,100,Rain,light rain,71,0.6
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Kanpur,2025-09-16,05:52,18:18,28.25,28.25,,,,28.25,1003,73,0.99,186,100,Rain,light rain,88,1.08
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Delhi,2025-09-17,06:04,18:30,30.15,30.15,,,,30.15,1003,59,2.91,115,100,Rain,light rain,20,0.12
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Hyderabad,2025-09-17,06:03,18:21,22.78,22.78,,,,22.78,1007,95,2.8,325,100,Rain,light rain,21,0.12
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Kanpur,2025-09-17,05:53,18:17,25.31,25.31,,,,25.31,1004,93,3.57,89,100,Rain,light rain,22,0.15
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Nagpur,2025-09-17,06:00,18:20,22.97,22.97,,,,22.97,1006,94,2.28,295,100,Rain,light rain,88,1.38
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Patna,2025-09-17,05:34,17:57,24.84,24.84,,,,24.84,1004,95,3.47,88,100,Rain,light rain,99,0.69
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Varanasi,2025-09-17,05:42,18:06,24.64,24.64,,,,24.64,1004,96,2.36,63,100,Rain,light rain,20,0.18
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Hyderabad,2025-09-13,06:03,18:24,21.86,21.86,,,,21.86,1006,96.5,4.05,348,100,Rain,light rain,100,5.4
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Mumbai,2025-09-15,06:25,18:46,24.99,25.2,,,,25.095,1007.5,92.5,3.83,307.5,100,Rain,light rain,100,13.71
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Kolkata,2025-09-15,05:21,17:45,26.25,26.88,,,,26.565,1005.5,90.5,3.785,212,100,Rain,light rain,100,8.4
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Bhopal,2025-09-15,06:05,18:29,23.64,23.84,,,,23.74,1006,88.5,0.445,148,100,Rain,light rain,100,2.88
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Vadodara,2025-09-15,06:22,18:46,25.13,25.54,,,,25.335,1007,88,2.08,271.5,100,Rain,light rain,100,2.64
forecast_data 2025-09-11 07:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:46,Mumbai,2025-09-16,06:25,18:45,26.22,26.65,,,,26.435,1007.5,81.5,2.39,272,100,Rain,light rain,100,2.61
forecast_data 2025-09-11 07:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:46,Kolkata,2025-09-16,05:22,17:44,25.52,26.01,,,,25.765,1004.5,91,4.05,195.5,100,Rain,light rain,100,7.77
forecast_data 2025-09-11 07:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:46,Bhopal,2025-09-16,06:05,18:28,22.63,23.96,,,,23.295,1005.5,90.5,3.87,285.5,100,Rain,light rain,100,5.1
forecast_data 2025-09-11 07:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:46,Varanasi,2025-09-16,05:42,18:07,24.89,25.09,,,,24.99,1003,92.5,2.29,132,100,Rain,light rain,100,2.85
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Bangalore,2025-09-17,06:08,18:23,19.62,20.16,,,,19.89,1009.5,93,3.555,282,100,Rain,light rain,100,3.09
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Kolkata,2025-09-17,05:22,17:43,24.57,24.69,,,,24.63,1005.5,93.5,2.235,232,100,Rain,light rain,100,2.13
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Surat,2025-09-17,06:25,18:45,24.84,25.03,,,,24.935,1006.5,90.5,2.87,221,100,Rain,light rain,100,4.23
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Bhopal,2025-09-17,06:06,18:27,22.3,22.82,,,,22.56,1006.5,95.5,3.245,274,100,Rain,light rain,100,2.28
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Hyderabad,2025-09-11,06:03,18:26,22.47,22.47,,,,22.47,1006,94,4.59,312,100,Rain,light rain,100,1.5
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Nagpur,2025-09-12,05:58,18:24,23.13,23.13,,,,23.13,1005,95,2.02,323,100,Rain,light rain,100,2.49
forecast_data 2025-09-09 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,03:46,Mumbai,2025-09-14,06:25,18:47,24.12,24.12,,,,24.12,1007,88,1.66,288,100,Rain,light rain,100,0.84
forecast_data 2025-09-10 03:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:46,Surat,2025-09-15,06:24,18:47,25.7,25.7,,,,25.7,1007,90,1.94,289,100,Rain,light rain,100,0.93
forecast_data 2025-09-10 03:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:46,Vadodara,2025-09-15,06:22,18:46,26.74,26.74,,,,26.74,1006,82,1.24,223,100,Rain,light rain,100,1.08
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Kolkata,2025-09-16,05:22,17:44,26.17,26.17,,,,26.17,1005,86,2.52,217,100,Rain,light rain,100,2.04
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Pune,2025-09-16,06:21,18:41,21.87,21.87,,,,21.87,1009,96,2.15,262,100,Rain,light rain,100,2.58
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Surat,2025-09-16,06:24,18:46,25.5,25.5,,,,25.5,1007,91,3.28,252,100,Rain,light rain,100,0.87
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Bhopal,2025-09-16,06:05,18:28,22.95,22.95,,,,22.95,1006,94,3.03,264,100,Rain,light rain,100,2.19
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Bangalore,2025-09-17,06:08,18:23,20.58,20.58,,,,20.58,1009,90,3.51,293,100,Rain,light rain,100,1.32
forecast_data 2025-09-12 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:46,Kolkata,2025-09-17,05:22,17:43,25.39,25.39,,,,25.39,1005,92,2.55,213,100,Rain,light rain,100,1.92
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Patna,2025-09-12,05:32,18:03,26.02,26.27,,,,26.145,1005,89,3.315,73.5,100,Rain,light rain,100,2.73
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Mumbai,2025-09-14,06:25,18:47,24.6,24.74,,,,24.67,1007,90.5,3.965,316,100,Rain,light rain,100,4.62
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Chennai,2025-09-14,05:58,18:14,27.58,28.31,,,,27.945,1006,73.5,5.44,193,100,Rain,light rain,100,1.68
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Pune,2025-09-14,06:21,18:42,20.51,20.6,,,,20.555,1008,97.5,1.625,257.5,100,Rain,light rain,100,5.79
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Surat,2025-09-14,06:24,18:48,25.22,25.47,,,,25.345,1006.5,89,2.015,124.5,100,Rain,light rain,100,2.34
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Nagpur,2025-09-14,05:59,18:23,23.23,23.34,,,,23.285,1005.5,96,1.79,79,100,Rain,light rain,100,5.04
forecast_data 2025-09-06 07:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,07:46,Hyderabad,2025-09-11,06:03,18:26,22.01,22.74,,,,22.375,1006,96,4.425,337.5,100,Rain,heavy intensity rain,100,22.2
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Chennai,2025-09-12,05:58,18:16,26.56,26.56,,,,26.56,1005,81,2.46,241,100,Rain,moderate rain,100,3.3
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Hyderabad,2025-09-12,06:03,18:25,21.81,21.81,,,,21.81,1007,95,4.93,297,100,Rain,heavy intensity rain,100,18.06
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Hyderabad,2025-09-12,06:03,18:25,21.38,21.72,,,,21.55,1005.5,97.5,6.08,304,100,Rain,heavy intensity rain,100,36.03
forecast_data 2025-09-08 03:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,03:46,Hyderabad,2025-09-13,06:03,18:24,22.19,22.19,,,,22.19,1005,96,4.28,331,100,Rain,moderate rain,100,9.39
forecast_data 2025-09-09 03:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,03:46,Chennai,2025-09-14,05:58,18:14,26.25,26.25,,,,26.25,1006,79,2.43,235,100,Rain,moderate rain,100,3.45
forecast_data 2025-09-10 03:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:46,Mumbai,2025-09-15,06:25,18:46,25.61,25.61,,,,25.61,1007,89,3.75,323,100,Rain,moderate rain,100,4.05
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Surat,2025-09-15,06:24,18:47,24.09,24.53,,,,24.31,1007,96,2.87,273.5,100,Rain,moderate rain,100,6.87
forecast_data 2025-09-10 07:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:46,Patna,2025-09-15,05:33,18:00,26.86,27.8,,,,27.33,1003.5,85,2.09,238.5,100,Rain,moderate rain,100,7.86
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Nagpur,2025-09-16,05:59,18:21,24.21,24.21,,,,24.21,1005,93,0.57,193,100,Rain,moderate rain,100,4.14
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Indore,2025-09-16,06:12,18:34,22.29,22.29,,,,22.29,1007,96,2.82,284,100,Rain,moderate rain,100,4.83
forecast_data 2025-09-11 03:46:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:46,Patna,2025-09-16,05:33,17:58,25.19,25.19,,,,25.19,1004,90,2.43,82,100,Rain,moderate rain,100,3.3
