source_path,folder_path,crawl_date,crawl_time,city,forecast_date,sunrise,sunset,temp_min_°C_,temp_max_°C_,morning_temp_°C_,day_temp_°C_,evening_temp_°C_,night_temp_°C_,pressure_hPa_,humidity_%_,wind_speed_m/s_,wind_deg_°_,cloudiness_%_,weather_main,weather_desc,pop_%_,rain_mm_
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:46,Chennai,2025-09-11,05:58,18:16,24.74,34.08,30.82,32.795,30.24,26.2733333333333,1005.25,66.75,5.8975,221.75,93.25,Rain,light rain,42.375,6.69
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Bangalore,2025-09-07,06:08,18:26,21.25,26.63,22.79,25.615,22.96,21.25,1011,77.8333333333333,3.85166666666667,285,43.6666666666667,Rain,light rain,70,8.39
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:46,Bangalore,2025-09-10,06:08,18:26,21.49,28.37,25.855,27.535,24.45,22.7233333333333,1009.125,66.875,3.445,271,76.25,Rain,light rain,21.75,0.76
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Kolkata,2025-09-11,05:21,17:48,26.86,33.28,31.715,30.25,27.61,26.8733333333333,1004.125,77.5,3.415,170.375,91.5,Rain,light rain,59,5.53
forecast_data 2025-09-07 11:46:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,11:46,Kolkata,2025-09-11,05:21,17:48,26.86,33.28,31.715,30.25,27.61,26.8733333333333,1004.125,77.5,3.415,170.375,91.5,Rain,light rain,59,5.53
forecast_data 2025-09-07 15:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:46,Kolkata,2025-09-11,05:21,17:48,27.06,33.19,31.085,29.92,27.91,27.16,1004.375,77.375,2.7575,158.625,97.5,Rain,light rain,31.875,2.4
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Mumbai,2025-09-07,06:24,18:48,26.06,26.43,26.22,26.19,26.26,26.43,1008.16666666667,83.3333333333333,4.63333333333333,222.833333333333,99.3333333333333,Rain,light rain,100,13.16
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Mumbai,2025-09-08,06:24,18:48,26.16,27.59,26.685,27.465,27.33,26.5366666666667,1007.375,81.25,5.63875,189.375,44.875,Rain,light rain,54.375,3.46
forecast_data 2025-09-07 11:46:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,11:46,Mumbai,2025-09-08,06:24,18:48,26.25,27.59,26.685,27.465,27.33,26.6466666666667,1007.25,81,5.53375,190,44,Rain,light rain,54.375,3.5
forecast_data 2025-09-07 15:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:46,Mumbai,2025-09-08,06:24,18:48,26.2,27.58,26.61,27.48,27.47,26.62,1007.25,80.75,5.36625,187.75,39.875,Rain,light rain,51.25,3.02
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:46,Mumbai,2025-09-08,06:24,18:48,26.21,27.53,26.59,27.465,27.3,26.4866666666667,1007.75,80.875,5.70625,187.25,43.75,Rain,light rain,48.875,2.35
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Ludhiana,2025-09-08,06:06,18:43,24.28,32.02,28.98,31.32,26.45,25.12,1004.5,83,1.8275,185.125,19.375,Rain,light rain,98.625,13.12
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Ludhiana,2025-09-09,06:06,18:43,24.91,30.9,28.735,29.905,26.6,25.5866666666667,1006,83.25,2.52875,284.5,2.5,Rain,light rain,46.875,5.01
forecast_data 2025-09-07 11:46:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,11:46,Ludhiana,2025-09-08,06:06,18:43,24.31,32.02,28.98,31.32,26.45,25.22,1004.375,82.875,1.79,186.125,28,Rain,light rain,87.5,13.81
forecast_data 2025-09-07 11:46:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,11:46,Ludhiana,2025-09-09,06:06,18:43,24.91,30.9,28.735,29.905,26.6,25.5866666666667,1006,83.25,2.52875,284.5,2.5,Rain,light rain,46.875,5.01
forecast_data 2025-09-07 15:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:46,Ludhiana,2025-09-08,06:06,18:43,24.31,32.33,29,31.46,27.11,25.2366666666667,1004.125,82.25,1.99375,162.875,27,Rain,light rain,72.5,9.27
forecast_data 2025-09-07 15:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:46,Ludhiana,2025-09-09,06:06,18:43,24.57,31.02,28.415,30.2,26.85,25.35,1006.25,81.125,2.59,268.75,6,Rain,light rain,66,5.99
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:47,Ludhiana,2025-09-08,06:06,18:43,24.43,31.12,28.56,30.985,26.34,25.35,1004.875,83.625,1.93875,124.125,45.75,Rain,light rain,81.875,18.33
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:47,Ludhiana,2025-09-09,06:06,18:43,24.98,30.95,28.735,30.045,26.31,25.3433333333333,1006.25,84,2.36125,242.5,4.875,Rain,light rain,46.125,9.62
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Surat,2025-09-07,06:23,18:49,24.43,26.63,24.625,26.395,25.88,25.58,1006.33333333333,89.5,5.83,225,94,Rain,light rain,73.3333333333333,17.19
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Vadodara,2025-09-07,06:21,18:49,24.49,27.46,24.585,27,25.31,24.49,1005.33333333333,87.8333333333333,4.52833333333333,209.333333333333,94.1666666666667,Rain,light rain,100,18.18
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Vadodara,2025-09-08,06:21,18:49,23.63,30.83,27.975,30.145,26.13,24.1166666666667,1005.75,76.5,4.86875,190.125,37.75,Rain,light rain,17.75,0.98
forecast_data 2025-09-07 11:46:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,11:46,Vadodara,2025-09-08,06:21,18:49,23.69,30.83,27.975,30.145,26.13,24.1133333333333,1005.75,76.125,4.94125,193,50,Rain,light rain,13.5,0.83
forecast_data 2025-09-07 15:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:46,Surat,2025-09-08,06:23,18:49,25.3,29.4,27.635,28.625,26.12,25.5533333333333,1006.125,79.5,4.67375,214.875,55.5,Rain,light rain,35.875,1.61
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:46,Surat,2025-09-08,06:23,18:49,25.22,29.12,27.865,28.36,26.05,25.5066666666667,1006.125,80,4.63,213.125,75,Rain,light rain,35,1.61
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:47,Vadodara,2025-09-08,06:21,18:49,23.3,30.2,27.7,29.595,26.37,24.1966666666667,1005.75,77.375,4.97125,196.625,88.875,Rain,light rain,18.875,1.22
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Bhopal,2025-09-07,06:04,18:32,22.12,25.81,23.275,25.785,23.06,22.12,1006.83333333333,91.3333333333333,3.76666666666667,232,63.3333333333333,Rain,light rain,66,4.33
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Agra,2025-09-07,05:59,18:32,27.57,31.5,28.685,31.285,29.45,27.57,1004.16666666667,71.5,2.81,201.333333333333,30.8333333333333,Rain,light rain,49.1666666666667,2.81
forecast_data 2025-09-07 15:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:46,Delhi,2025-09-08,06:02,18:36,28.26,35.21,31.515,34.04,32.56,29.7366666666667,1003.875,56.625,2.27,239.625,53,Rain,light rain,52.75,9.25
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:46,Pune,2025-09-09,06:21,18:44,20.62,27.66,25.535,27.03,23.06,21.19,1010,79.875,2.42375,265.125,38.75,Rain,light rain,41.625,3.37
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Nagpur,2025-09-06,05:58,18:25,23.31,27.89,25.94,27.045,23.83,23.38,1006.14285714286,88.5714285714286,3.35857142857143,233.857142857143,98.4285714285714,Rain,light rain,88.1428571428571,12.87
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Nagpur,2025-09-10,05:58,18:25,23.53,28.82,24.605,27.78,24.85,23.8,1006.5,86.75,2.8525,288.625,96.25,Rain,light rain,63.75,12.61
forecast_data 2025-09-06 07:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,07:46,Nagpur,2025-09-06,05:58,18:25,23.41,26.73,25.25,26.56,24.08,23.41,1006.83333333333,88.5,3.34,239.166666666667,98.5,Rain,light rain,58,10.03
forecast_data 2025-09-06 07:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,07:46,Nagpur,2025-09-08,05:58,18:25,23.02,29.47,27.595,28.2,25.41,23.5433333333333,1006,83.25,2.8975,310.25,89.75,Rain,light rain,60.25,3.29
forecast_data 2025-09-06 11:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,11:46,Nagpur,2025-09-08,05:58,18:25,23.02,29.47,27.595,28.2,25.41,23.5433333333333,1006,83.25,2.8975,310.25,89.75,Rain,light rain,60.25,3.29
forecast_data 2025-09-06 15:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:46,Nagpur,2025-09-08,05:58,18:25,22.92,28.94,27.045,28.22,25.21,23.4866666666667,1006,84.125,2.9,311.625,96.25,Rain,light rain,51.5,4.27
forecast_data 2025-09-06 15:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:46,Nagpur,2025-09-09,05:58,18:25,23.26,28.94,27.55,27.635,24.16,23.69,1006.75,85.625,3.13375,241.75,96.625,Rain,light rain,74.25,15.19
forecast_data 2025-09-06 19:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:46,Nagpur,2025-09-07,05:58,18:25,23.16,28.86,26.685,28.315,24.95,23.6233333333333,1006,85,3.32625,258.75,65.375,Rain,light rain,18.5,0.78
forecast_data 2025-09-06 19:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:46,Nagpur,2025-09-08,05:58,18:25,22.75,29.11,26.96,28.29,25.22,23.32,1006.25,83.875,2.58125,309.75,95.5,Rain,light rain,58.5,6.15
forecast_data 2025-09-06 19:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:46,Nagpur,2025-09-09,05:58,18:25,23.48,29.9,27.645,28.24,24.37,23.7433333333333,1006.75,84.875,3.49625,292.125,92.875,Rain,light rain,70.25,10.41
forecast_data 2025-09-06 19:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:46,Nagpur,2025-09-10,05:58,18:25,23.83,29.1,27.34,27.44,24.7,24.0366666666667,1006,85.75,3.565,324.75,94.625,Rain,light rain,80.75,23.57
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Nagpur,2025-09-07,05:58,18:25,23.68,28.71,26.545,27.63,24.95,23.8033333333333,1006.125,85.375,3.24625,257.125,65.125,Rain,light rain,52.75,4.46
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Nagpur,2025-09-08,05:58,18:25,22.75,29.11,26.96,28.29,25.22,23.32,1006.25,83.875,2.58125,309.75,95.5,Rain,light rain,58.5,6.15
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Nagpur,2025-09-09,05:58,18:25,23.48,29.9,27.645,28.24,24.37,23.7433333333333,1006.75,84.875,3.49625,292.125,92.875,Rain,light rain,70.25,10.41
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Nagpur,2025-09-10,05:58,18:25,23.83,29.1,27.34,27.44,24.7,24.0366666666667,1006,85.75,3.565,324.75,94.625,Rain,light rain,80.75,23.57
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Nagpur,2025-09-11,05:58,18:25,23.3,29.23,27,27.76,24.95,23.7266666666667,1005.75,83,3.0775,319.25,99.875,Rain,light rain,68.125,9.83
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Delhi,2025-09-06,06:01,18:37,26.79,32.8,29.205,32.41,30.87,28.135,1004.57142857143,65.1428571428571,4.15142857142857,107.857142857143,50.7142857142857,Rain,light rain,35,1.03
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Delhi,2025-09-07,06:01,18:37,27.32,35,31.57,34.37,32.02,28.71,1003.875,60.375,3.1375,141.75,38,Rain,light rain,41.25,1.82
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Mumbai,2025-09-08,06:24,18:49,25.93,27.51,26.935,27.485,27.22,26.2866666666667,1007.375,80.5,5.45125,193.375,46,Rain,light rain,58.75,3.63
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Bangalore,2025-09-06,06:08,18:27,20.15,28.13,24.15,27.76,24.4,21.025,1010.57142857143,71.1428571428571,3.61571428571429,275.142857142857,76.5714285714286,Rain,light rain,46.2857142857143,1.99
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Hyderabad,2025-09-10,06:03,18:26,23.03,29.64,28.035,27.915,24.43,23.47,1007.125,77.75,4.64875,334.125,75,Rain,light rain,67,23.83
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Jaipur,2025-09-06,06:08,18:42,23.97,29.24,27.24,27.945,25.85,24.355,1003.42857142857,81.4285714285714,6.25857142857143,112.571428571429,64,Rain,light rain,71.8571428571429,11.58
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Lucknow,2025-09-08,05:48,18:21,28.61,34.15,31.295,33.015,29.98,28.8333333333333,1003.875,67.125,3.12875,287,62.375,Rain,light rain,40,6.32
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Surat,2025-09-08,06:23,18:50,25.35,29.06,27.28,28.35,25.86,25.3666666666667,1005.875,81.5,4.71375,215.75,55.75,Rain,light rain,48.875,3.44
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Indore,2025-09-07,06:10,18:39,21.28,25.01,21.975,24.32,21.82,21.4,1006.5,95.5,4.09625,205.375,92.375,Rain,light rain,97.5,36.19
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Bhopal,2025-09-06,06:04,18:33,21.6,24.31,23.02,22.955,22.69,22.64,1005.71428571429,96.7142857142857,3.60428571428571,199.857142857143,93.5714285714286,Rain,light rain,63.2857142857143,6.17
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Bhopal,2025-09-07,06:04,18:33,22.09,27.15,24.055,26.275,22.84,22.1033333333333,1006.125,90.5,3.5475,228,83.625,Rain,light rain,37.625,4.21
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Patna,2025-09-08,05:32,18:04,29.88,37.42,35.585,33.29,30.72,30.4566666666667,1003,60.125,1.735,245.125,79.125,Rain,light rain,38,2.71
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Patna,2025-09-09,05:32,18:04,27.59,35.77,31.415,34.285,30.98,28.1033333333333,1003.875,69,1.82125,247.625,95.5,Rain,light rain,68.25,10.38
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Vadodara,2025-09-08,06:21,18:50,23.97,30.75,27.425,29.89,25.91,24.2333333333333,1005.5,76.125,5.02625,205.625,57.875,Rain,light rain,67.5,4.64
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Ludhiana,2025-09-06,06:05,18:44,24.99,29.55,27.515,28.86,26.49,25.46,1005.71428571429,86.7142857142857,2.47857142857143,101.857142857143,87.4285714285714,Rain,light rain,36.8571428571429,5.07
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Ludhiana,2025-09-07,06:05,18:44,24.01,31.44,28.36,30.73,27.46,25.2633333333333,1004.75,82.75,1.6575,120,80.25,Rain,light rain,66.5,20.99
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Ludhiana,2025-09-08,06:05,18:44,24.69,31.28,29.075,29.91,26.87,25.4,1004.125,83.125,1.63125,141.625,59.875,Rain,light rain,59,8.29
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Ludhiana,2025-09-09,06:05,18:44,24.67,31.52,28.95,30.665,26.41,25.24,1005.75,82.125,2.135,231.75,14.875,Rain,light rain,37.375,3.74
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Agra,2025-09-07,05:59,18:33,26.22,33.39,30.12,32.515,29.43,26.9033333333333,1003.875,71.125,2.77625,211.5,39.875,Rain,light rain,59.75,4.92
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Varanasi,2025-09-07,05:40,18:12,27.15,34.49,31.575,33.48,29.32,27.8866666666667,1003.625,69.25,1.98625,255.5,33.25,Rain,light rain,42.5,5.24
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Varanasi,2025-09-08,05:40,18:12,26.59,34.59,31.975,33.7,30.6,27.4666666666667,1003.25,71.125,2.4075,287.375,53.375,Rain,light rain,51.125,11.39
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Varanasi,2025-09-09,05:40,18:12,26.35,33.93,30.775,31.905,29.01,27.1166666666667,1004.75,76.625,3.44375,281.875,92.625,Rain,light rain,66.25,19
